_related_company_domain,categories,company_domain,contract_types,description,first_seen_at,id,language,last_processed_at,last_seen_at,location,location_data,normalized_title,onet_data,posted_at,recruiter_data,salary,salary_data,seniority,status,tags,title,translated_title,url
astra.co.id,"[""manual_work""]",astra.co.id,[]," **Deskripsi Pekerjaan**  
  

- Menyusun dan melakukan standarisasi proses blasting & painting sesuai dengan standar kualitas dan prosedur perusahaan. 
- Membuat dan mengembangkan Work Instruction (WI) sebagai pedoman operasional bagi tim produksi. 
- Menghitung serta menganalisis kebutuhan manhours dan lead time pekerjaan blasting & painting. 
- Melakukan monitoring implementasi proses serta menyusun evaluasi dan review proses secara berkala untuk perbaikan berkelanjutan. 
- Mengembangkan dan meningkatkan alat bantu proses guna mendukung efektivitas dan efisiensi operasional. 
- Melakukan studi dan inisiatif improvement untuk mempercepat lead time pekerjaan blasting & painting.   
  
**Persyaratan**  
  

- Pendidikan minimal S1 Teknik Perkapalan, Teknik Industri, atau jurusan teknik relevan lainnya. 
- Memahami standar industri perkapalan serta rules dan regulasi yang berlaku. 
- Diutamakan memiliki pengalaman kerja minimal 1 tahun di bidang terkait. 
- Memahami proses blasting & painting di industri manufaktur/shipyard.
",2026-08-13T10:00:00Z,7177064b-db51-49ff-be6b-3a102c8c2fca,id,2026-08-30T04:00:00Z,2026-08-30T04:00:00Z,"Jakarta, Jakarta, Indonesia",[],Blasting and Painting Project Management Professional,"{""code"": ""51-9124.00"", ""family"": ""Production"", ""occupation_name"": ""Coating, Painting, and Spraying Machine Setters, Operators, and Tenders""}",2026-08-06T00:38:15Z,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,,[],PE Blasting Painting - PMP,Blasting and Painting Project Management Professional,https://www.linkedin.com/jobs/view/4448395307/
astra.co.id,"[""legal""]",astra.co.id,"[""full_time""]","### ATN - Legal Analyst for Operation

Legal

Profesional

Batas Lamar : 31 Desember 2026

Lowongan / Detail pekerjaan

### ATN - Legal Analyst for Operation

Astra Tol Nusantara

Legal

Profesional

Batas Lamar: 31 Desember 2026

### Deskripsi Pekerjaan

Bertanggungjawab dalam mengkaji, menganalisis, serta mengelola dokumen dan kebijakan hukum guna memitigasi risiko bisnis perusahaan. Peran ini mencakup penyusunan dan evaluasi draft perjanjian atau kontrak dengan pihak eksternal serta dokumen internal korporasi (seperti RUPS, risalah rapat direksi/ dewan komisaris, dan persetujuan sirkuler dari organ persetoan), pemberian nasihat hukum berbasis regulasi terkini, asistensi litigasi, pengurusan perizinan serta pemantauan perubahan peraturan perundang-undangan dan menyajikan laporan legal berkala.

### Persyaratan

* Pendidikan minimal S1 jurusan Ilmu Hukum
* Memiliki pengalaman dalam bidang Legal minimal 3 tahun
* Memahami Undang-Undang Perseroan Terbatas, Undang-Undang Ketenagakerjaan, serta pengetahuan maupun kompetensi hukum korporasi lainnya
* Menguasai computer literacy (khususnya Ms Office)
* Menguasai english writing
* Bersedia untuk ditempatkan di seluruh wilayah operasional perusahaan

### Tentang Perusahaan

#### Astra Tol Nusantara

Astra Infra has more than 25 years of experience as an investor-operator in the Indonesian infrastructure sector. Astra Infra is wholly owned by PT Astra International Tbk. To reflect the development of its business portfolio, in 2018 Astra Infra organized its business lines into Toll Road and Non-T...

#### Alamat Kantor

#### Industri

#### Website

http://www.astrainfra.co.id/",2026-08-12T17:52:17Z,3f93fca1-9c09-40eb-b318-ef59354e2d9b,en,2026-08-30T03:28:05Z,2026-08-30T03:28:05Z,"Indonesia, South-eastern Asia, Asia","[{""city"": null, ""state"": null, ""zip_code"": null, ""country"": ""Indonesia"", ""region"": ""South-eastern Asia"", ""continent"": ""Asia"", ""fuzzy_match"": false}]",Legal Analyst,"{""code"": ""23-2011.00"", ""family"": ""Legal"", ""occupation_name"": ""Paralegals and Legal Assistants""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",mid_senior,,[],ATN - Legal Analyst for Operation,,https://career.astra.co.id/lowongan/lowongan-detail-page/14744/ATN%20-%20Legal%20Analyst%20for%20Operation
astra.co.id,"[""marketing""]",astra.co.id,"[""internship""]","### Marketing Communication Intern - GM

PT Gaya Motor

Marketing

Lulusan Baru

Batas Lamar: 16 Agustus 2026

### Deskripsi Pekerjaan

1. Mendukung pelaksanaan aktivitas Marketing & Corporate Communications sesuai dengan strategi komunikasi dan brand guideline perusahaan
2. Membantu pengelolaan konten komunikasi perusahaan pada kanal digital (Instagram, LinkedIn, Website, Astra Magazine), termasuk riset konten, penulisan caption, dan penjadwalan publikasi
3. Mendukung penyusunan materi komunikasi korporat, seperti poster, artikel singkat, dan materi publikasi internal maupun eksternal
4. Membantu dokumentasi kegiatan perusahaan (event, aktivitas internal, program komunikasi, dan kampanye perusahaan
5. Melakukan monitoring dan rekap performa konten komunikasi (insight dasar, engagement, dan reach) sebagai bahan evaluasi
6. Mendukung kerapihan administrasi dan pengarsipan materi komunikasi, termasuk aset brand dan dokumen pendukung lainnya.

### Persyaratan

* Mahasiswa atau fresh graduate S1 jurusan Ilmu Komunikasi, Marketing, Desain Komunikasi Visual, atau jurusan relevan
* Memiliki ketertarikan pada bidang branding, komunikasi korporat, dan media komunikasi digital
* Mampu menyusun tulisan yang rapi dan komunikatif
* Terbiasa menggunakan tools desain seperti Adobe (Photoshop / Illustrator), Canva dan video editing seperti CapCut dan sejenisnya
* Memiliki sikap kerja yang baik, teliti, bertanggung jawab, dan mampu bekerja sama dalam tim.

### Tentang Perusahaan

#### PT Gaya Motor

PT Gaya Motor is an authorized general assembler in Indonesia. Established in 1969 as the first automotive assembler of PT Astra International, it has maintained its legacy of excellence for over five decades. PT Gaya Motor offers a comprehensive range of assembly services, including welding (roboti...

#### Alamat Kantor

Jl Gaya Motor Raya No 3 Sungai Bambu Kec Tj Priok Jkt Utara Daerah Khusus Ibukota Jakarta 14330

#### Industri

Otomotif

#### Website

https://gayamotor.astra.co.id/",2026-08-11T17:41:10Z,8afddbbe-acc9-411e-aa58-7a84fe58070c,id,2026-08-14T19:09:21Z,2026-08-19T18:34:59Z,"Jakarta, Indonesia, South-eastern Asia, Asia","[{""city"": ""Jakarta"", ""state"": null, ""zip_code"": null, ""country"": ""Indonesia"", ""region"": ""South-eastern Asia"", ""continent"": ""Asia"", ""fuzzy_match"": false}]",Marketing Communication Intern - General Manager,"{""code"": ""27-3031.00"", ""family"": ""Arts, Design, Entertainment, Sports, and Media"", ""occupation_name"": ""Public Relations Specialists""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,closed,"[""Internship""]",Marketing Communication Intern - GM,Marketing Communication Intern - GM,https://career.astra.co.id/lowongan/lowongan-detail-page/14723/Marketing%20Communication%20Intern%20-%20GM
astra.co.id,"[""human_resources"", ""internship""]",astra.co.id,"[""internship"", ""onsite""]","### Intern HR - GM

Human Capital

Lulusan Baru & Profesional

Batas Lamar : 16 Agustus 2026

Lowongan / Detail pekerjaan

### Intern HR - GM

PT Gaya Motor

Human Capital

Lulusan Baru & Profesional

Batas Lamar: 16 Agustus 2026

### Deskripsi Pekerjaan

1. Support kegiatan rutin performance management, khususnya dalam pengecekan dan pengolahan data.
2. Pembuatan konten kreatif terkait budaya perusahaan (video, poster, dan media komunikasi internal lainnya).
3. Support persiapan dan pelaksanaan program-program budaya perusahaan.
4. Support pelaksanaan survey internal perusahaan (employee survey & survey lainnya).
5. Support proses update dan dokumentasi job description karyawan.
6. Support proses update struktur organisasi company level (up to GL level).
7. Support pengelolaan aktivitas Organization Development lainnya seperti EVP, standar kompetensi, kelompok jabatan, dan lainnya.

### Persyaratan

* Mahasiswa aktif semester 5/6 atau fresh graduate S1 dari jurusan Psikologi / Manajemen SDM / Teknik Industri
* Menguasai Microsoft Office, terutama Excel untuk pengolahan data
* Menguasai tools design seperti Canva & CapCut untuk mendukung pembuatan konten internal perusahaan
* Memiliki ketertarikan pada bidang organization development, budaya perusahaan, dan performance management
* Detail-oriented, khususnya dalam pengolahan dan monitoring data
* Proaktif, kreatif, dan memiliki inisiatif tinggi dalam bekerja
* Mampu bekerja secara kolaboratif dan memiliki komunikasi yang baik.
* Bersedia menjalankan magang secara Onsite selama 6 bulan mulai bulan April 2026",2026-08-11T17:41:10Z,10ff5043-6760-4024-afc4-8b2eac0e26cb,id,2026-08-30T00:20:17Z,2026-08-30T00:20:17Z,"Jakarta, Indonesia, South-eastern Asia, Asia","[{""city"": ""Jakarta"", ""state"": null, ""zip_code"": null, ""country"": ""Indonesia"", ""region"": ""South-eastern Asia"", ""continent"": ""Asia"", ""fuzzy_match"": false}]",HR Intern,"{""code"": ""43-4161.00"", ""family"": ""Office and Administrative Support"", ""occupation_name"": ""Human Resources Assistants, Except Payroll and Timekeeping""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,,"[""Internship"", ""HRIS""]",Intern HR - GM,HR Intern - GM,https://career.astra.co.id/lowongan/lowongan-detail-page/14721/Intern%20HR%20-%20GM
astra.co.id,"[""engineering""]",astra.co.id,"[""internship"", ""onsite""]","### Intern HSE - GM

PT Gaya Motor

Enviroment, Health, and Safety

Lulusan Baru

Batas Lamar: 16 Agustus 2026

### Deskripsi Pekerjaan

1. Membantu dokumentasi dokumen-dokumen HSE
2. Membantu membuat laporan HSE
3. Membantu menyiapkan materi safety campaign
4. Ikut safety patrol / inspeksi area kerja
5. Membantu mencatat temuan bahaya di lapangan
6. Membantu laporan kinerja lingkungan kerja & K3 perusahaan
7. Support data sustainability index
8. Memberi ide improvement terkait safety & K3
9. Update materi training Safety, 5S & Lingkungan
10. Berkolaborasi dengan tim lintas fungsi untuk mengidentifikasi dan mengimplementasikan peluang perbaikan

### Persyaratan

1. Mahasiswa Sarjana aktif (minimal semester 7) atau lulusan baru dari jurusan Teknik Lingkungan, Kesehatan dan Keselamatan Kerja (K3), atau Kesehatan Masyarakat
2. Memiliki kemampuan analisis & dokumentasi yang baik
3. Memahami prinsip-prinsip dasar HSE
4. Mahir menggunakan Microsoft Excel, PowerPoint, Canva, dan alat visualisasi data
5. Teliti, proaktif, dan mampu bekerja sama dalam tim
6. Memiliki kemampuan komunikasi yang baik, integritas tinggi, dan disiplin
7. Bersedia bekerja di lapangan
8. Bersedia ditempatkan onsite (wilayah Sunter, Jakarta Utara)
9. Bersedia menjalani masa magang selama 6 bulan",2026-08-11T17:41:10Z,5aeee5fe-1fdf-4b10-b3d4-952feace8f81,id,2026-08-14T19:10:39Z,2026-08-19T18:34:59Z,"Jakarta, Indonesia, South-eastern Asia, Asia","[{""city"": ""Jakarta"", ""state"": null, ""zip_code"": null, ""country"": ""Indonesia"", ""region"": ""South-eastern Asia"", ""continent"": ""Asia"", ""fuzzy_match"": false}]",HSE Intern,"{""code"": ""17-2111.00"", ""family"": ""Architecture and Engineering"", ""occupation_name"": ""Health and Safety Engineers, Except Mining Safety Engineers and Inspectors""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,closed,"[""Internship""]",Intern HSE - GM,HSE Intern - GM,https://career.astra.co.id/lowongan/lowongan-detail-page/14722/Intern%20HSE%20-%20GM
astra.co.id,"[""marketing""]",astra.co.id,"[""full_time"", ""onsite""]","### Digital Engagement Specialist - GSI

PT Global Service Indonesia

Communication

Lulusan Baru & Profesional

Batas Lamar: 31 Desember 2026

### Deskripsi Pekerjaan

* Melakukan monitoring terhadap pemberitaan di media massa dan percakapan di berbagai platform media sosial terkait United Tractors dan Grup United Tractors.
* Memantau tren, isu, dan sentimen publik yang berkembang serta mengidentifikasi potensi dampaknya terhadap perusahaan dan reputasi perusahaan.
* Melakukan pemantauan aktivitas kompetitor di media massa maupun media sosial, termasuk strategi marketing, kampanye komunikasi, kegiatan CSR, target penjualan, produk, serta aktivitas bisnis lainnya.
* Melakukan analisis terhadap hasil media monitoring dan social listening untuk menghasilkan insight yang relevan dan dapat digunakan sebagai bahan pengambilan keputusan.
* Mendistribusikan informasi, data, dan insight strategis kepada departemen terkait, seperti Marketing, Investor Relations, Legal, dan departemen lainnya sesuai kebutuhan.
* Melakukan early detection terhadap potensi isu, pemberitaan negatif, maupun krisis komunikasi yang dapat berdampak terhadap perusahaan.
* Memberikan insight dan rekomendasi awal terkait potensi isu atau krisis berdasarkan hasil monitoring dan analisis.
* Melakukan stakeholder mapping dan analysis terhadap media, influencer, komunitas, maupun pihak lain yang memiliki pengaruh terhadap percakapan publik dan industri.
* Mengolah data hasil monitoring menjadi laporan yang sistematis dan mudah dipahami, baik laporan rutin bulanan maupun laporan insidental terkait isu tertentu.
* Menyajikan hasil analisis dalam bentuk report, presentation, atau dashboard yang dapat memberikan actionable insight bagi internal tim maupun departemen terkait.
* Memantau perkembangan isu dan tren pada industri alat berat, pertambangan, dan energi serta mengidentifikasi informasi yang relevan bagi perusahaan.
* Melakukan pekerjaan analisis dan monitoring lainnya yang berkaitan dengan kebutuhan Digital Engagement Center.

### Persyaratan

* Minimal pendidikan S1, diutamakan dari jurusan Ilmu Komunikasi, Public Relations/Hubungan Masyarakat, Jurnalistik, Marketing Communication, Digital Communication, atau jurusan lain yang relevan.
* Memiliki pengalaman minimal 1 - 2 tahun di bidang Media Monitoring, Social Listening, Public Relations/PR Agency, Corporate Communication, Digital Analyst, atau bidang terkait.
* Memahami proses media monitoring dan social listening, termasuk monitoring pemberitaan, percakapan media sosial, tren, isu, dan sentiment analysis.
* Familiar menggunakan tools media monitoring/social listening seperti Brand24, Talkwalker, Meltwater, Kazee Digital Intelligence, atau tools sejenis.
* Mampu melakukan competitive intelligence dan menganalisis aktivitas kompetitor dari berbagai sumber informasi, khususnya media massa dan media sosial.
* Mampu mengolah dan menganalisis data menggunakan Microsoft Excel atau Google Sheets.
* Mampu mengubah data hasil monitoring menjadi insight dan rekomendasi yang relevan bagi kebutuhan bisnis.- Mampu menyusun laporan secara sistematis, jelas, dan mudah dipahami, baik untuk kebutuhan rutin maupun ketika terdapat isu tertentu.
* Memiliki kemampuan analytical thinking, critical thinking, dan attention to detail yang baik.
* Memiliki kemampuan komunikasi dan penulisan yang baik serta mampu menyampaikan hasil analisis kepada stakeholder internal.
* Memiliki kepekaan terhadap perkembangan isu publik, tren media sosial, pemberitaan, dan digital trends.
* Memiliki ketertarikan atau pemahaman terhadap industri alat berat, pertambangan, energi, serta isu bisnis dan ekonomi yang berkaitan dengan industri tersebut.
* Mampu bekerja secara mandiri maupun berkolaborasi dengan berbagai departemen dan mampu bekerja dengan deadline, termasuk ketika menangani isu yang membutuhkan respons cepat.
* Bersedia bekerja di Head Office, Jakarta.",2026-08-11T17:41:10Z,80c6837e-b252-4950-9767-a6eaccbbec24,id,2026-08-29T22:30:36Z,2026-08-27T22:23:50Z,"Jakarta, Indonesia, South-eastern Asia, Asia","[{""city"": ""Jakarta"", ""state"": null, ""zip_code"": null, ""country"": ""Indonesia"", ""region"": ""South-eastern Asia"", ""continent"": ""Asia"", ""fuzzy_match"": false}]",Digital Engagement Specialist,"{""code"": ""13-1161.01"", ""family"": ""Business and Financial Operations"", ""occupation_name"": ""Search Marketing Strategists""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",mid_senior,,[],Digital Engagement Specialist - GSI,Digital Engagement Specialist - GSI,https://career.astra.co.id/lowongan/lowongan-detail-page/14724/Digital%20Engagement%20Specialist%20-%20GSI
astra.co.id,"[""operations""]",astra.co.id,[]," **Deskripsi Pekerjaan**  
  

- Mengkoordinir monthly meeting antara direksi perusahaan dengan stakeholder terkait operasional.
- Membuat, mengontrol, dan melaporkan KPI operasional kepada vendor terkait.
- Review seluruh project dan target agreement.
- Koordinasi dengan stakeholder untuk setiap kunjungan dari pihak eksternal.
- Mengontrol dan berkoordinasi dalam menangani temuan audit.
- Melakukan pendampingan team Technical & Quality dalam proses audit di vendor terkait.  
  
**Persyaratan**  
  

- Min. S1 Teknik Industri/Manajemen.
- Pengalaman min. 1 tahun di bidang terkait.
- Menguasai Bahasa Inggris, baik secara lisan maupun tulisan.
- Analisa yang kuat, kemampuan berkomunikasi, dan cepat belajar.
- Kepemimpinan yang kuat, relasi luas, dan kemampuan interpersonal baik.
- Tertarik dengan industri otomotif dan logistik.
",2026-08-09T11:03:19Z,dffc17b4-ff5a-45b3-92f3-e2680ebe6eec,id,2026-08-29T04:00:00Z,2026-08-29T04:00:00Z,"Jakarta, Jakarta, Indonesia",[],Logistic Project Analyst - TSM,"{""code"": ""13-1081.02"", ""family"": ""Business and Financial Operations"", ""occupation_name"": ""Logistics Analysts""}",2026-08-06T23:02:21Z,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",mid_senior,,[],Logistic Project Analyst - TSM,Logistic Project Analyst - TSM,https://www.linkedin.com/jobs/view/4449035013/
astra.co.id,"[""human_resources""]",astra.co.id,[]," **Deskripsi Pekerjaan**  
  
**This is a TALENT POOL, yet this vacancy includes but not limited to:**  **Persyaratan**  
  

- Recruitment Management
- Mengelola proses rekrutmen end to end dari sourcing hingga onboarding
- Melakukan screening dan asesmen kandidat sesuai kebutuhan posisi dan budaya perusahaan
- Berkoordinasi dengan user serta mengelola data rekrutmen
- Training and Development Management
- Merencanakan dan melaksanakan program pelatihan sesuai kebutuhan organisasi
- Mengevaluasi efektivitas pelatihan serta mendukung pengembangan karyawan
- Mengelola kegiatan pembelajaran dan administrasi pelatihan
- Industrial Relation and Termination
- Menangani hubungan industrial dan memastikan kepatuhan terhadap peraturan ketenagakerjaan
- Mengelola proses disiplin dan penyelesaian konflik karyawan
- Mendukung proses terminasi termasuk administrasi dan prosedur exit karyawan
- Lulusan baru atau maksimal 2 tahun pengalaman kerja di bidang yang sama
- Minimal Lulusan Sarjana (S1) dengan Jurusan Psikologi, Manajemen, Teknik Industri, atau Hukum
- Min. IPK 3.00 dari 4.00
",2026-08-08T10:00:00Z,993d6a40-e721-4657-836d-492a02d2960c,id,2026-08-30T04:00:00Z,2026-08-30T04:00:00Z,"Jakarta, Jakarta, Indonesia",[],Human Capital - AOP,"{""code"": ""11-3121.00"", ""family"": ""Management"", ""occupation_name"": ""Human Resources Managers""}",2026-08-06T16:52:14Z,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",mid_senior,,[],Human Capital - AOP,Human Capital - AOP,https://www.linkedin.com/jobs/view/4450626013/
astra.co.id,"[""manual_work"", ""food""]",astra.co.id,[]," **Deskripsi Pekerjaan**  
  

- Menyusun dan mengembangkan detail routing system perpipaan pada kapal sesuai standar dan spesifikasi teknis. 
- Membuat dan menyusun Work Instruction (WI) sebagai pedoman pelaksanaan pekerjaan piping. 
- Menghitung serta menganalisis kebutuhan manhours dan lead time pekerjaan piping. 
- Melakukan monitoring pelaksanaan proses serta menyusun review dan evaluasi proses secara berkala. 
- Mengembangkan dan meningkatkan jig/alat bantu produksi untuk mendukung efisiensi pekerjaan piping. 
- Melakukan problem solving terhadap kendala teknis maupun operasional di area piping.   
  
**Persyaratan**  
  

- Pendidikan minimal S1 Teknik Perkapalan / Marine Engineering atau jurusan teknik relevan lainnya. 
- Memahami standar industri perkapalan serta rules dan regulasi yang berlaku. 
- Diutamakan memiliki pengalaman kerja minimal 1 tahun di bidang terkait, khususnya piping system. 
- Memiliki pemahaman yang baik mengenai sistem perpipaan (piping system) pada kapal.
",2026-08-08T10:00:00Z,ff0fb114-89b2-40cc-843f-e735c24d7884,id,2026-08-30T04:00:00Z,2026-08-30T04:00:00Z,"Jakarta, Jakarta, Indonesia",[],Piping Project Manager,"{""code"": ""47-2151.00"", ""family"": ""Construction and Extraction"", ""occupation_name"": ""Pipelayers""}",2026-08-06T09:52:18Z,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,,[],PE Piping - PMP,Piping Project Manager,https://www.linkedin.com/jobs/view/4448395386/
astra.co.id,"[""engineering""]",astra.co.id,"[""full_time""]","### Service Technical Analyst - DSO

Astra International - Daihatsu Sales Operation

Engineering

Lulusan Baru/Mahasiswa

Batas Lamar: 30 Januari 2027

### Deskripsi Pekerjaan

* Mendukung proses analisa dan penanganan warranty claim sesuai standar perusahaan.
* Berkoordinasi dengan tim internal dan ATPM untuk penyelesaian kasus technical serta memberikan konsultasi kepada jaringan bengkel.
* Mengembangkan, mengevaluasi, dan meningkatkan standar service tools dan equipment bengkel sesuai kebutuhan bisnis.
* Mengelola kebutuhan pengadaan service tools dan workshop equipment untuk mendukung operasional layanan.
* Mendukung penyusunan fasilitas dan kebutuhan teknis dalam pembangunan bengkel baru.

### Persyaratan

* S1 Teknik Mesin dan jurusan teknik lainnya yang relevan.
* Terbuka untuk Fresh Graduate atau memiliki pengalaman kerja maksimal 2 tahun.
* Memiliki pemahaman dasar mengenai sistem kendaraan dan proses perawatan otomotif.
* Memiliki kemampuan analisa dan problem solving yang baik.

### Tentang Perusahaan

#### Astra International - Daihatsu Sales Operation

PT Astra International Tbk Daihatsu Sales Operation (AI-DSO), commonly known as Astra Daihatsu, was established in 1973. It serves as the sole distributor and retailer of Daihatsu vehicles in Indonesia, offering a diverse range of products and services. With over 125 authorized outlets nationwide, ...

#### Alamat Kantor

Jl Yos Sudarso Kav 24 Sunter Jakarta

#### Industri

Otomotif

#### Website

-",2026-08-07T17:34:29Z,b0f8da91-506e-4420-b196-edb3febe6c8e,en,2026-08-29T23:18:41Z,2026-08-27T23:13:04Z,"Jakarta, Indonesia, South-eastern Asia, Asia","[{""city"": ""Jakarta"", ""state"": null, ""zip_code"": null, ""country"": ""Indonesia"", ""region"": ""South-eastern Asia"", ""continent"": ""Asia"", ""fuzzy_match"": false}]",Service Technical Analyst - DSO,"{""code"": ""15-1232.00"", ""family"": ""Computer and Mathematical"", ""occupation_name"": ""Computer User Support Specialists""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,,[],Service Technical Analyst - DSO,,https://career.astra.co.id/lowongan/lowongan-detail-page/14719/Service%20Technical%20Analyst%20-%20DSO
astra.co.id,"[""finance""]",astra.co.id,"[""full_time""]","### Accounting Analyst - DPA

Accounting and Tax

Lulusan Baru/Mahasiswa

Batas Lamar : 30 Januari 2027

Lowongan / Detail pekerjaan

### Accounting Analyst - DPA

Dana Pensiun Astra

Accounting and Tax

Lulusan Baru/Mahasiswa

Batas Lamar: 30 Januari 2027

### Deskripsi Pekerjaan

Accounting Analyst

Bertanggung jawab atas analisa transaksi keuangan dan perpajakan untuk menjamin penyusunan laporan keuangan dan  perpajakan untuk menjamin penyusunan laporan keuangan dan perpajakan sesuai ketentuan yang berlaku.

### Persyaratan

1. Pendidikan minimal S1 diutamakan jurusan Akuntansi
2. Fresh graduate dipersilakan melamar atau memiliki pengalaman 2 tahun di bidang yang relevan
3. Memiliki Brevet A & B lebih diutamakan
4. Memiliki kemampuan komunikasi dan analisa yang baik
5. Bersedia bekerja dalam tim dan memiliki kemauan untuk belajar

### Tentang Perusahaan

#### Dana Pensiun Astra

Dana Pensiun Astra adalah Dana Pensiun yang didirikan oleh Astra International pada tahun 1986 yang difungsikan sebagai pengelola Manfaat Pensiun dari karyawan Astra Group.

#### Alamat Kantor

#### Industri

Yayasan

#### Website

https://new.dapenastra.com

Lihat Detail Perusahaan",2026-08-06T17:25:06Z,7c22fe92-1163-42be-a1d6-c64aedb6746f,id,2026-08-28T13:51:46Z,2026-08-28T13:51:46Z,"Lamar, Colorado, United States, Northern America, Americas","[{""city"": ""Lamar"", ""state"": ""Colorado"", ""zip_code"": null, ""country"": ""United States"", ""region"": ""Northern America"", ""continent"": ""Americas"", ""fuzzy_match"": false}]",Accounting Analyst - DPA,"{""code"": ""13-2011.00"", ""family"": ""Business and Financial Operations"", ""occupation_name"": ""Accountants and Auditors""}",,"{""name"": null, ""title"": null, ""contact"": null}",,"{""salary_low"": null, ""salary_high"": null, ""salary_currency"": null, ""salary_low_usd"": null, ""salary_high_usd"": null, ""salary_time_unit"": null}",junior,,[],Accounting Analyst - DPA,Accounting Analyst - DPA,https://career.astra.co.id/lowongan/lowongan-detail-page/14716/Accounting%20Analyst%20-%20DPA
